Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"GTP-AFS 135"
"100 ", lm_hypercar_sc63, no,"0", "01:53.5720", "31.0560", "43.6220", "38.8940",  "F:M - R:M",     
"101 ", lm_hypercar_sc63, no,"0", "01:55.2690", "32.3560", "44.1540", "38.7590",  "F:M - R:M",     
"102 ", lm_hypercar_sc63, no,"0", "01:54.2990", "30.9050", "43.4710", "39.9230",  "F:M - R:M",     
"103 ", lm_hypercar_sc63, no,"0", "03:01.6170", "97.9030", "44.5590", "39.1550",  "F:M - R:M",     
"104 ", lm_hypercar_sc63, no,"0", "01:53.5610", "31.6440", "43.5280", "38.3890",  "F:M - R:M",     
"105 ", lm_hypercar_sc63, no,"0", "01:53.6630", "30.7380", "43.8070", "39.1180",  "F:M - R:M",     
"106 ", lm_hypercar_sc63, no,"0", "01:52.4530", "30.7600", "43.1910", "38.5020",  "F:M - R:M",     
"107 ", lm_hypercar_sc63, no,"0", "01:52.7530", "30.8390", "43.3890", "38.5250",  "F:M - R:M",     
"108 ", lm_hypercar_sc63, no,"0", "01:52.5680", "30.4840", "43.6270", "38.4570",  "F:M - R:M",     
"109 ", lm_hypercar_sc63, no,"0", "01:52.9070", "30.6660", "43.2530", "38.9880",  "F:M - R:M",     
"110 ", lm_hypercar_sc63, no,"0", "01:52.8810", "30.6110", "43.5870", "38.6830",  "F:M - R:M",     
"111 ", lm_hypercar_sc63, no,"0", "01:52.8010", "30.5820", "43.6400", "38.5790",  "F:M - R:M",     
"112 ", lm_hypercar_sc63, no,"0", "01:53.1540", "31.2400", "43.3750", "38.5390",  "F:M - R:M",     
"113 ", lm_hypercar_sc63, no,"0", "01:52.5490", "30.9100", "43.3840", "38.2550",  "F:M - R:M",     
"114 ", lm_hypercar_sc63, no,"0", "01:52.1230", "30.5870", "43.3620", "38.1740",  "F:M - R:M",     
"115 ", lm_hypercar_sc63, no,"0", "01:51.9210", "30.5200", "43.0960", "38.3050",  "F:M - R:M",     
"116 ", lm_hypercar_sc63, no,"0", "01:52.2880", "30.6040", "43.2320", "38.4520",  "F:M - R:M",     
"117 ", lm_hypercar_sc63, no,"0", "01:52.7080", "30.7670", "43.5780", "38.3630",  "F:M - R:M",     
"118 ", lm_hypercar_sc63, no,"0", "01:52.6270", "30.6420", "43.4690", "38.5160",  "F:M - R:M",     
"119 ", lm_hypercar_sc63, no,"0", "01:52.5600", "31.0280", "43.0560", "38.4760",  "F:M - R:M",     
"120 ", lm_hypercar_sc63, no,"0", "01:52.0540", "30.5820", "43.1230", "38.3490",  "F:M - R:M",     
"121 ", lm_hypercar_sc63, no,"0", "01:51.8940", "30.6330", "43.0370", "38.2240",  "F:M - R:M",     
"122 ", lm_hypercar_sc63, no,"0", "01:52.2570", "30.7790", "43.2320", "38.2460",  "F:M - R:M",     
"123 ", lm_hypercar_sc63, no,"0", "01:51.7160", "30.4550", "43.1240", "38.1370",  "F:M - R:M",     
"124 ", lm_hypercar_sc63, no,"0", "01:53.6090", "30.8550", "43.7120", "39.0420",  "F:M - R:M",     
"125 ", lm_hypercar_sc63, no,"0", "01:53.1060", "30.9720", "43.4780", "38.6560",  "F:M - R:M",     
"126 ", lm_hypercar_sc63, no,"0", "01:53.4220", "31.3330", "43.3080", "38.7810",  "F:M - R:M",     
"127 ", lm_hypercar_sc63, no,"0", "01:55.5830", "30.6320", "46.0980", "38.8530",  "F:M - R:M",     
"128 ", lm_hypercar_sc63, no,"0", "01:53.0510", "30.9530", "43.6410", "38.4570",  "F:M - R:M",     
"129 ", lm_hypercar_sc63, no,"0", "01:52.6200", "30.7280", "43.4700", "38.4220",  "F:M - R:M",     
"130 ", lm_hypercar_sc63, no,"0", "01:52.4100", "30.6810", "43.1500", "38.5790",  "F:M - R:M",     
"131 ", lm_hypercar_sc63, no,"0", "01:55.1450", "31.2740", "44.9020", "38.9690",  "F:M - R:M",     
"132 ", lm_hypercar_sc63, no,"0", "01:52.6690", "30.7200", "43.2580", "38.6910",  "F:M - R:M",     
"133 ", lm_hypercar_sc63, no,"0", "01:52.8610", "30.8350", "43.5920", "38.4340",  "F:M - R:M",     
"134 ", lm_hypercar_sc63, no,"0", "01:52.9060", "30.6600", "43.6310", "38.6150",  "F:M - R:M",     
"135 ", lm_hypercar_sc63, no,"0", "01:54.3010", "32.1440", "43.1960", "38.9610",  "F:M - R:M",     
"136 ", lm_hypercar_sc63, no,"0", "01:54.5850", "30.6190", "43.3030", "40.6630",  "F:M - R:M",     
"137 ", lm_hypercar_sc63, no,"0", "04:07.9600", "164.2920", "44.7790", "38.8890",  "F:M - R:M",     
"138 ", lm_hypercar_sc63, no,"0", "01:53.7390", "31.2310", "43.6450", "38.8630",  "F:M - R:M",     
"139 ", lm_hypercar_sc63, no,"0", "01:55.7580", "32.6560", "44.1040", "38.9980",  "F:M - R:M",     
"140 ", lm_hypercar_sc63, no,"0", "01:53.4630", "31.5260", "43.5250", "38.4120",  "F:M - R:M",     
"141 ", lm_hypercar_sc63, no,"0", "01:54.1910", "31.1480", "44.1460", "38.8970",  "F:M - R:M",     
"142 ", lm_hypercar_sc63, no,"0", "02:01.5930", "31.5210", "43.3430", "46.7290",  "F:M - R:M",     
"143 ", lm_hypercar_sc63, no,"0", "01:53.8320", "31.3910", "43.7180", "38.7230",  "F:M - R:M",     
"144 ", lm_hypercar_sc63, no,"0", "01:52.9720", "31.1840", "43.3990", "38.3890",  "F:M - R:M",     
"145 ", lm_hypercar_sc63, no,"0", "01:52.5060", "30.9650", "43.1200", "38.4210",  "F:M - R:M",     
"146 ", lm_hypercar_sc63, no,"0", "01:52.8100", "31.0720", "43.2410", "38.4970",  "F:M - R:M",     
"147 ", lm_hypercar_sc63, no,"0", "01:53.4500", "31.2220", "43.3940", "38.8340",  "F:M - R:M",     
"148 ", lm_hypercar_sc63, no,"0", "01:52.2600", "30.7190", "42.6790", "38.8620",  "F:M - R:M",     
"149 ", lm_hypercar_sc63, no,"0", "01:52.1350", "30.8340", "43.0020", "38.2990",  "F:M - R:M",     
"150 ", lm_hypercar_sc63, no,"0", "01:52.8340", "30.9110", "43.2950", "38.6280",  "F:M - R:M",     
"151 ", lm_hypercar_sc63, no,"0", "01:52.3250", "30.8670", "43.1590", "38.2990",  "F:M - R:M",     
"152 ", lm_hypercar_sc63, no,"0", "01:52.3050", "30.6970", "43.1510", "38.4570",  "F:M - R:M",     
"153 ", lm_hypercar_sc63, no,"0", "01:54.8670", "31.6620", "43.3700", "39.8350",  "F:M - R:M",     
"154 ", lm_hypercar_sc63, no,"0", "01:52.7330", "30.9910", "42.9790", "38.7630",  "F:M - R:M",     
"155 ", lm_hypercar_sc63, no,"0", "01:53.7000", "31.7450", "43.4210", "38.5340",  "F:M - R:M",     
"156 ", lm_hypercar_sc63, no,"0", "01:55.4510", "31.3280", "45.2620", "38.8610",  "F:M - R:M",     
"157 ", lm_hypercar_sc63, no,"0", "01:53.3850", "31.4890", "43.4110", "38.4850",  "F:M - R:M",     
"158 ", lm_hypercar_sc63, no,"0", "01:53.2010", "30.8290", "43.3120", "39.0600",  "F:M - R:M",     
"159 ", lm_hypercar_sc63, no,"0", "01:54.1400", "31.0750", "43.3840", "39.6810",  "F:M - R:M",     
"160 ", lm_hypercar_sc63, no,"0", "02:51.6220", "88.2280", "44.3470", "39.0470",  "F:M - R:M",     
"161 ", lm_hypercar_sc63, no,"0", "01:53.5940", "30.8390", "44.1140", "38.6410",  "F:M - R:M",     
"162 ", lm_hypercar_sc63, no,"0", "01:52.7900", "31.0700", "43.4710", "38.2490",  "F:M - R:M",     
"163 ", lm_hypercar_sc63, no,"0", "01:52.3990", "30.3820", "43.3260", "38.6910",  "F:M - R:M",     
"164 ", lm_hypercar_sc63, no,"0", "01:52.6540", "30.5780", "43.5340", "38.5420",  "F:M - R:M",     
"165 ", lm_hypercar_sc63, no,"0", "01:52.0370", "30.5250", "43.3980", "38.1140",  "F:M - R:M",     
"166 ", lm_hypercar_sc63, no,"0", "01:51.7290", "30.3150", "43.2670", "38.1470",  "F:M - R:M",     
"167 ", lm_hypercar_sc63, no,"0", "01:51.8060", "30.5640", "42.9340", "38.3080",  "F:M - R:M",     
"168 ", lm_hypercar_sc63, no,"0", "01:52.2190", "30.7280", "43.0880", "38.4030",  "F:M - R:M",     
"169 ", lm_hypercar_sc63, no,"0", "01:51.6150", "30.3270", "43.1550", "38.1330",  "F:M - R:M",     
"170 ", lm_hypercar_sc63, no,"0", "01:51.5680", "30.2530", "43.0520", "38.2630",  "F:M - R:M",     
"171 ", lm_hypercar_sc63, no,"0", "01:51.7860", "30.3000", "43.2080", "38.2780",  "F:M - R:M",     
"172 ", lm_hypercar_sc63, no,"0", "01:52.2200", "30.6400", "43.1600", "38.4200",  "F:M - R:M",     
"173 ", lm_hypercar_sc63, no,"0", "01:52.6740", "30.4680", "44.0460", "38.1600",  "F:M - R:M",     
"174 ", lm_hypercar_sc63, no,"0", "01:52.1670", "30.9950", "42.9120", "38.2600",  "F:M - R:M",     
"175 ", lm_hypercar_sc63, no,"0", "01:51.5540", "30.2260", "43.3350", "37.9930",  "F:M - R:M",     
"176 ", lm_hypercar_sc63, no,"0", "01:51.6210", "30.2380", "43.2140", "38.1690",  "F:M - R:M",     
"177 ", lm_hypercar_sc63, no,"0", "01:50.9960", "30.0320", "43.1020", "37.8620",  "F:M - R:M",     
"178 ", lm_hypercar_sc63, no,"0", "01:52.4440", "30.5350", "43.1870", "38.7220",  "F:M - R:M",     
"179 ", lm_hypercar_sc63, no,"0", "01:54.6390", "30.9210", "43.1910", "40.5270",  "F:M - R:M",     
"180 ", lm_hypercar_sc63, no,"0", "01:51.2660", "30.0960", "42.9480", "38.2220",  "F:M - R:M",     
"181 ", lm_hypercar_sc63, no,"0", "01:51.6610", "30.4140", "42.9700", "38.2770",  "F:M - R:M",     
"182 ", lm_hypercar_sc63, no,"0", "01:51.5150", "30.2000", "42.9220", "38.3930",  "F:M - R:M",     
"183 ", lm_hypercar_sc63, no,"0", "01:51.4320", "30.1160", "43.1730", "38.1430",  "F:M - R:M",     
Average,,,"01:56.1536", "33.3434", "43.7143", "39.0959"
Best possible,,, "01:50.5730", "30.0320", "42.6790", "37.8620"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"GTP-OSFR 020"
"1 ", lm_hypercar_arx06, no,"0", "03:35.1200", "75.5400", "67.1390", "72.4410",  "F:M - R:M",     
"2 ", lm_hypercar_arx06, no,"0", "02:08.1540", "43.5980", "45.0010", "39.5550",  "F:M - R:M",     
"3 ", lm_hypercar_arx06, no,"0", "01:55.7750", "31.4540", "45.0100", "39.3110",  "F:M - R:M",     
"4 ", lm_hypercar_arx06, no,"0", "01:54.8110", "31.3540", "44.4190", "39.0380",  "F:M - R:M",     
"5 ", lm_hypercar_arx06, no,"0", "01:54.9530", "31.3030", "43.8840", "39.7660",  "F:M - R:M",     
"6 ", lm_hypercar_arx06, no,"0", "01:54.5000", "31.5790", "43.8530", "39.0680",  "F:M - R:M",     
"7 ", lm_hypercar_arx06, no,"0", "01:55.8690", "31.9170", "44.3830", "39.5690",  "F:M - R:M",     
"8 ", lm_hypercar_arx06, no,"0", "01:54.4210", "31.9770", "43.8250", "38.6190",  "F:M - R:M",     
"9 ", lm_hypercar_arx06, no,"0", "01:53.0860", "31.1230", "43.4120", "38.5510",  "F:M - R:M",     
"10 ", lm_hypercar_arx06, no,"0", "01:53.7560", "31.1140", "43.5820", "39.0600",  "F:M - R:M",     
"11 ", lm_hypercar_arx06, no,"0", "01:54.3430", "31.4300", "44.1360", "38.7770",  "F:M - R:M",     
"12 ", lm_hypercar_arx06, no,"0", "01:55.0390", "31.7300", "44.0370", "39.2720",  "F:M - R:M",     
"13 ", lm_hypercar_arx06, no,"0", "01:53.3110", "31.2350", "43.4970", "38.5790",  "F:M - R:M",     
"14 ", lm_hypercar_arx06, no,"0", "01:54.4400", "31.0280", "44.4420", "38.9700",  "F:M - R:M",     
"15 ", lm_hypercar_arx06, no,"0", "01:54.9370", "31.9890", "43.9870", "38.9610",  "F:M - R:M",     
"16 ", lm_hypercar_arx06, no,"0", "01:53.6980", "31.1680", "43.8250", "38.7050",  "F:M - R:M",     
"17 ", lm_hypercar_arx06, no,"0", "01:54.0670", "31.1500", "43.7980", "39.1190",  "F:M - R:M",     
"18 ", lm_hypercar_arx06, no,"0", "01:53.9500", "31.4830", "43.9070", "38.5600",  "F:M - R:M",     
"19 ", lm_hypercar_arx06, no,"0", "01:53.0410", "30.8440", "43.6810", "38.5160",  "F:M - R:M",     
"20 ", lm_hypercar_arx06, no,"0", "01:52.9380", "31.0460", "43.6150", "38.2770",  "F:M - R:M",     
"21 ", lm_hypercar_arx06, no,"0", "01:53.4670", "30.9240", "43.8250", "38.7180",  "F:M - R:M",     
"22 ", lm_hypercar_arx06, no,"0", "01:55.8180", "31.9190", "45.2350", "38.6640",  "F:M - R:M",     
"23 ", lm_hypercar_arx06, no,"0", "01:53.8760", "31.4000", "43.6010", "38.8750",  "F:M - R:M",     
"24 ", lm_hypercar_arx06, no,"0", "01:55.2250", "31.8800", "44.7080", "38.6370",  "F:M - R:M",     
"25 ", lm_hypercar_arx06, no,"0", "01:53.2620", "31.3260", "43.2440", "38.6920",  "F:M - R:M",     
"26 ", lm_hypercar_arx06, no,"0", "01:54.4480", "31.2970", "44.0600", "39.0910",  "F:M - R:M",     
"27 ", lm_hypercar_arx06, no,"0", "01:54.7560", "31.5860", "44.4560", "38.7140",  "F:M - R:M",     
"28 ", lm_hypercar_arx06, no,"0", "01:53.8770", "31.4010", "43.7800", "38.6960",  "F:M - R:M",     
"29 ", lm_hypercar_arx06, no,"0", "01:53.7950", "31.5090", "43.9830", "38.3030",  "F:M - R:M",     
"30 ", lm_hypercar_arx06, no,"0", "01:53.6500", "31.6010", "43.5970", "38.4520",  "F:M - R:M",     
"31 ", lm_hypercar_arx06, no,"0", "01:53.6570", "31.2000", "43.6580", "38.7990",  "F:M - R:M",     
"32 ", lm_hypercar_arx06, no,"0", "01:53.8970", "31.0890", "44.1720", "38.6360",  "F:M - R:M",     
"33 ", lm_hypercar_arx06, no,"0", "01:53.7490", "30.9710", "43.9340", "38.8440",  "F:M - R:M",     
"34 ", lm_hypercar_arx06, no,"0", "01:55.3850", "32.0860", "43.7440", "39.5550",  "F:M - R:M",     
"35 ", lm_hypercar_arx06, no,"0", "01:57.0110", "32.3120", "45.0270", "39.6720",  "F:M - R:M",     
"36 ", lm_hypercar_arx06, no,"0", "01:55.7150", "31.5790", "44.0680", "40.0680",  "F:M - R:M",     
"37 ", lm_hypercar_arx06, no,"0", "02:37.4220", "72.7580", "45.1170", "39.5470",  "F:M - R:M",     
"38 ", lm_hypercar_arx06, no,"0", "01:54.6500", "31.3730", "44.2260", "39.0510",  "F:M - R:M",     
"39 ", lm_hypercar_arx06, no,"0", "01:54.1450", "31.6060", "43.8930", "38.6460",  "F:M - R:M",     
"40 ", lm_hypercar_arx06, no,"0", "01:55.3400", "31.3930", "44.9600", "38.9870",  "F:M - R:M",     
"41 ", lm_hypercar_arx06, no,"0", "01:54.1810", "31.2870", "43.7710", "39.1230",  "F:M - R:M",     
"42 ", lm_hypercar_arx06, no,"0", "01:53.1990", "31.0920", "43.6000", "38.5070",  "F:M - R:M",     
"43 ", lm_hypercar_arx06, no,"0", "01:53.4530", "31.0950", "43.5510", "38.8070",  "F:M - R:M",     
"44 ", lm_hypercar_arx06, no,"0", "01:55.6750", "31.0970", "43.9200", "40.6580",  "F:M - R:M",     
"45 ", lm_hypercar_arx06, no,"0", "01:53.8870", "31.4880", "43.6090", "38.7900",  "F:M - R:M",     
"46 ", lm_hypercar_arx06, no,"0", "01:57.8200", "31.5320", "43.8130", "42.4750",  "F:M - R:M",     
"47 ", lm_hypercar_arx06, no,"0", "01:53.0370", "31.2310", "43.4300", "38.3760",  "F:M - R:M",     
"48 ", lm_hypercar_arx06, no,"0", "01:53.1250", "31.3960", "43.4970", "38.2320",  "F:M - R:M",     
"49 ", lm_hypercar_arx06, no,"0", "01:52.9240", "31.0470", "43.6140", "38.2630",  "F:M - R:M",     
"50 ", lm_hypercar_arx06, no,"0", "01:53.0370", "30.8040", "43.5240", "38.7090",  "F:M - R:M",     
"51 ", lm_hypercar_arx06, no,"0", "01:53.8450", "31.0490", "43.1330", "39.6630",  "F:M - R:M",     
"52 ", lm_hypercar_arx06, no,"0", "01:55.5110", "32.2610", "43.7490", "39.5010",  "F:M - R:M",     
"53 ", lm_hypercar_arx06, no,"0", "01:54.5140", "31.2500", "44.2990", "38.9650",  "F:M - R:M",     
"54 ", lm_hypercar_arx06, no,"0", "01:55.0350", "32.5940", "43.8940", "38.5470",  "F:M - R:M",     
"55 ", lm_hypercar_arx06, no,"0", "01:53.2190", "31.0230", "43.7390", "38.4570",  "F:M - R:M",     
"56 ", lm_hypercar_arx06, no,"0", "01:53.7580", "31.6640", "43.7180", "38.3760",  "F:M - R:M",     
"57 ", lm_hypercar_arx06, no,"0", "01:54.0540", "31.5010", "43.7450", "38.8080",  "F:M - R:M",     
"58 ", lm_hypercar_arx06, no,"0", "01:53.1110", "31.0320", "43.4780", "38.6010",  "F:M - R:M",     
"59 ", lm_hypercar_arx06, no,"0", "01:52.7900", "31.0710", "43.3340", "38.3850",  "F:M - R:M",     
"60 ", lm_hypercar_arx06, no,"0", "01:52.7680", "30.9670", "43.3670", "38.4340",  "F:M - R:M",     
"61 ", lm_hypercar_arx06, no,"0", "01:52.6130", "30.9700", "43.2230", "38.4200",  "F:M - R:M",     
"62 ", lm_hypercar_arx06, no,"0", "01:53.0020", "31.0710", "43.3610", "38.5700",  "F:M - R:M",     
"63 ", lm_hypercar_arx06, no,"0", "01:54.3510", "30.8980", "44.4550", "38.9980",  "F:M - R:M",     
"64 ", lm_hypercar_arx06, no,"0", "01:53.1030", "31.0540", "43.5740", "38.4750",  "F:M - R:M",     
"65 ", lm_hypercar_arx06, no,"0", "01:53.3860", "31.1620", "43.5330", "38.6910",  "F:M - R:M",     
"66 ", lm_hypercar_arx06, no,"0", "01:54.6700", "31.4380", "44.0820", "39.1500",  "F:M - R:M",     
"67 ", lm_hypercar_arx06, no,"0", "01:54.8860", "32.6260", "43.6190", "38.6410",  "F:M - R:M",     
"68 ", lm_hypercar_arx06, no,"0", "01:53.2530", "31.2270", "43.6490", "38.3770",  "F:M - R:M",     
"69 ", lm_hypercar_arx06, no,"0", "01:52.9670", "30.9280", "43.5200", "38.5190",  "F:M - R:M",     
"70 ", lm_hypercar_arx06, no,"0", "01:53.2130", "30.9170", "43.6730", "38.6230",  "F:M - R:M",     
"71 ", lm_hypercar_arx06, no,"0", "01:53.9870", "31.0610", "43.3890", "39.5370",  "F:M - R:M",     
"72 ", lm_hypercar_arx06, no,"0", "03:52.4930", "148.4070", "44.6850", "39.4010",  "F:M - R:M",     
"73 ", lm_hypercar_arx06, no,"0", "01:57.3490", "31.5570", "43.6000", "42.1920",  "F:M - R:M",     
"74 ", lm_hypercar_arx06, no,"0", "01:55.9170", "31.7570", "44.2990", "39.8610",  "F:M - R:M",     
"75 ", lm_hypercar_arx06, no,"0", "01:54.0700", "31.2650", "43.5330", "39.2720",  "F:M - R:M",     
"76 ", lm_hypercar_arx06, no,"0", "02:01.3210", "31.2980", "43.6550", "46.3680",  "F:M - R:M",     
"77 ", lm_hypercar_arx06, no,"0", "01:54.9040", "31.4700", "44.5680", "38.8660",  "F:M - R:M",     
"78 ", lm_hypercar_arx06, no,"0", "01:54.0040", "31.5860", "43.7130", "38.7050",  "F:M - R:M",     
"79 ", lm_hypercar_arx06, no,"0", "01:53.8240", "31.0910", "43.7950", "38.9380",  "F:M - R:M",     
"80 ", lm_hypercar_arx06, no,"0", "01:59.7370", "31.3790", "43.9700", "44.3880",  "F:M - R:M",     
"81 ", lm_hypercar_arx06, no,"0", "01:54.8950", "32.0550", "43.9420", "38.8980",  "F:M - R:M",     
"82 ", lm_hypercar_arx06, no,"0", "02:02.0900", "30.9480", "44.1310", "47.0110",  "F:M - R:M",     
"83 ", lm_hypercar_arx06, no,"0", "01:55.1620", "31.8170", "43.9250", "39.4200",  "F:M - R:M",     
"84 ", lm_hypercar_arx06, no,"0", "01:53.9720", "31.4600", "43.5690", "38.9430",  "F:M - R:M",     
"85 ", lm_hypercar_arx06, no,"0", "01:54.3790", "32.1240", "43.5420", "38.7130",  "F:M - R:M",     
"86 ", lm_hypercar_arx06, no,"0", "01:53.2660", "30.8130", "43.3880", "39.0650",  "F:M - R:M",     
"87 ", lm_hypercar_arx06, no,"0", "01:54.0270", "31.4250", "43.7300", "38.8720",  "F:M - R:M",     
"88 ", lm_hypercar_arx06, no,"0", "01:55.0550", "31.2200", "44.1540", "39.6810",  "F:M - R:M",     
"89 ", lm_hypercar_arx06, no,"0", "01:57.4700", "30.9990", "43.4830", "42.9880",  "F:M - R:M",     
"90 ", lm_hypercar_arx06, no,"0", "01:54.8780", "31.7000", "44.4960", "38.6820",  "F:M - R:M",     
"91 ", lm_hypercar_arx06, no,"0", "01:53.5470", "31.1420", "43.6820", "38.7230",  "F:M - R:M",     
"92 ", lm_hypercar_arx06, no,"0", "01:55.6090", "31.2030", "44.7070", "39.6990",  "F:M - R:M",     
"93 ", lm_hypercar_arx06, no,"0", "01:54.3870", "31.3260", "43.8390", "39.2220",  "F:M - R:M",     
"94 ", lm_hypercar_arx06, no,"0", "01:53.9480", "31.0950", "43.8250", "39.0280",  "F:M - R:M",     
"95 ", lm_hypercar_arx06, no,"0", "01:54.1400", "31.2780", "43.8790", "38.9830",  "F:M - R:M",     
"96 ", lm_hypercar_arx06, no,"0", "01:53.7130", "30.8270", "43.8030", "39.0830",  "F:M - R:M",     
"97 ", lm_hypercar_arx06, no,"0", "01:54.2970", "31.2720", "44.0450", "38.9800",  "F:M - R:M",     
"98 ", lm_hypercar_arx06, no,"0", "01:53.9750", "31.3020", "43.6850", "38.9880",  "F:M - R:M",     
"99 ", lm_hypercar_arx06, no,"0", "01:53.7040", "31.2960", "43.4020", "39.0060",  "F:M - R:M",     
"100 ", lm_hypercar_arx06, no,"0", "01:54.0180", "30.9290", "44.2760", "38.8130",  "F:M - R:M",     
"101 ", lm_hypercar_arx06, no,"0", "01:52.9580", "30.9690", "43.2090", "38.7800",  "F:M - R:M",     
"102 ", lm_hypercar_arx06, no,"0", "01:55.6390", "30.7560", "43.6770", "41.2060",  "F:M - R:M",     
"103 ", lm_hypercar_arx06, no,"0", "01:59.1110", "31.5590", "48.3480", "39.2040",  "F:M - R:M",     
"104 ", lm_hypercar_arx06, no,"0", "01:53.5910", "31.2050", "43.5610", "38.8250",  "F:M - R:M",     
"105 ", lm_hypercar_arx06, no,"0", "01:55.1760", "30.9620", "43.4480", "40.7660",  "F:M - R:M",     
"106 ", lm_hypercar_arx06, no,"0", "01:53.9800", "31.3010", "43.8620", "38.8170",  "F:M - R:M",     
"107 ", lm_hypercar_arx06, no,"0", "02:11.3700", "30.9660", "43.6580", "56.7460",  "F:M - R:M",     
"108 ", lm_hypercar_arx06, no,"0", "04:53.0130", "208.8720", "44.8650", "39.2760",  "F:M - R:M",     
"109 ", lm_hypercar_arx06, no,"0", "01:53.8450", "31.4050", "43.6640", "38.7760",  "F:M - R:M",     
"110 ", lm_hypercar_arx06, no,"0", "01:54.0810", "31.1720", "43.6460", "39.2630",  "F:M - R:M",     
"111 ", lm_hypercar_arx06, no,"0", "01:53.5070", "31.0500", "43.7210", "38.7360",  "F:M - R:M",     
"112 ", lm_hypercar_arx06, no,"0", "01:57.9070", "33.1670", "46.1930", "38.5470",  "F:M - R:M",     
"113 ", lm_hypercar_arx06, no,"0", "01:54.2610", "30.9840", "44.6750", "38.6020",  "F:M - R:M",     
"114 ", lm_hypercar_arx06, no,"0", "01:53.4080", "31.3510", "43.4750", "38.5820",  "F:M - R:M",     
"115 ", lm_hypercar_arx06, no,"0", "01:53.2630", "31.1250", "43.2350", "38.9030",  "F:M - R:M",     
"116 ", lm_hypercar_arx06, no,"0", "01:53.9010", "31.3250", "43.6860", "38.8900",  "F:M - R:M",     
"117 ", lm_hypercar_arx06, no,"0", "01:56.1130", "31.1310", "44.6400", "40.3420",  "F:M - R:M",     
"118 ", lm_hypercar_arx06, no,"0", "01:56.0290", "32.5450", "44.6490", "38.8350",  "F:M - R:M",     
"119 ", lm_hypercar_arx06, no,"0", "01:54.0130", "31.6940", "43.5870", "38.7320",  "F:M - R:M",     
"120 ", lm_hypercar_arx06, no,"0", "01:54.9400", "31.8110", "44.4780", "38.6510",  "F:M - R:M",     
"121 ", lm_hypercar_arx06, no,"0", "01:53.5230", "31.2170", "43.4570", "38.8490",  "F:M - R:M",     
"122 ", lm_hypercar_arx06, no,"0", "01:53.3050", "30.8560", "43.6230", "38.8260",  "F:M - R:M",     
"123 ", lm_hypercar_arx06, no,"0", "01:52.8610", "30.9380", "43.4160", "38.5070",  "F:M - R:M",     
"124 ", lm_hypercar_arx06, no,"0", "01:53.4330", "30.8220", "44.0360", "38.5750",  "F:M - R:M",     
"125 ", lm_hypercar_arx06, no,"0", "01:55.9380", "31.7160", "44.5050", "39.7170",  "F:M - R:M",     
"126 ", lm_hypercar_arx06, no,"0", "01:52.7520", "30.9870", "43.0870", "38.6780",  "F:M - R:M",     
"127 ", lm_hypercar_arx06, no,"0", "02:09.7250", "31.5270", "59.2460", "38.9520",  "F:M - R:M",     
"128 ", lm_hypercar_arx06, no,"0", "01:54.7030", "32.2270", "43.3170", "39.1590",  "F:M - R:M",     
"129 ", lm_hypercar_arx06, no,"0", "01:52.7030", "30.8040", "43.5150", "38.3840",  "F:M - R:M",     
"130 ", lm_hypercar_arx06, no,"0", "01:59.8380", "31.0300", "49.3920", "39.4160",  "F:M - R:M",     
"131 ", lm_hypercar_arx06, no,"0", "01:53.1210", "31.0000", "43.4160", "38.7050",  "F:M - R:M",     
"132 ", lm_hypercar_arx06, no,"0", "01:53.1610", "30.8870", "43.5070", "38.7670",  "F:M - R:M",     
"133 ", lm_hypercar_arx06, no,"0", "01:52.8700", "30.8390", "43.3800", "38.6510",  "F:M - R:M",     
"134 ", lm_hypercar_arx06, no,"0", "01:53.7340", "30.9840", "43.4470", "39.3030",  "F:M - R:M",     
"135 ", lm_hypercar_arx06, no,"0", "01:53.7290", "30.9300", "42.9120", "39.8870",  "F:M - R:M",     
"136 ", lm_hypercar_arx06, no,"0", "01:52.6470", "30.7370", "43.2190", "38.6910",  "F:M - R:M",     
"137 ", lm_hypercar_arx06, no,"0", "01:53.1700", "30.6900", "43.4070", "39.0730",  "F:M - R:M",     
"138 ", lm_hypercar_arx06, no,"0", "01:54.3730", "31.2490", "44.3650", "38.7590",  "F:M - R:M",     
"139 ", lm_hypercar_arx06, no,"0", "01:53.0680", "31.0020", "43.4150", "38.6510",  "F:M - R:M",     
"140 ", lm_hypercar_arx06, no,"0", "01:53.1170", "30.5830", "43.7450", "38.7890",  "F:M - R:M",     
"141 ", lm_hypercar_arx06, no,"0", "01:54.1540", "32.0250", "43.6900", "38.4390",  "F:M - R:M",     
"142 ", lm_hypercar_arx06, no,"0", "01:53.3870", "31.0550", "43.6140", "38.7180",  "F:M - R:M",     
"143 ", lm_hypercar_arx06, no,"0", "01:55.4640", "31.1070", "43.4420", "40.9150",  "F:M - R:M",     
"144 ", lm_hypercar_arx06, no,"0", "02:48.6790", "83.3190", "45.4590", "39.9010",  "F:M - R:M",     
"145 ", lm_hypercar_arx06, no,"0", "01:59.7500", "34.6420", "44.6710", "40.4370",  "F:M - R:M",     
"146 ", lm_hypercar_arx06, no,"0", "01:53.8610", "31.2060", "43.7490", "38.9060",  "F:M - R:M",     
